"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2024-01-29,"13:48:00","X4","TX",15.4
2024-01-29,"04:00:00","X4","TN",13
2024-01-29,NA,"X4","HRM",79
2024-01-29,"21:00:00","X4","HRX",100
2024-01-29,"13:20:00","X4","HRN",59
2024-01-29,NA,"X4","PM",1028.5
2024-01-29,"23:00:00","X4","PX",1029.7
2024-01-29,"05:03:00","X4","PN",1027.5
2024-01-29,NA,"X4","PPT",0
2024-01-29,NA,"X4","RS24h",2.8
2024-01-29,NA,"X4","VVM10",1.3
2024-01-29,NA,"X4","DVM10",64
2024-01-29,"15:35:00","X4","VVX10",4.1
2024-01-29,"15:35:00","X4","DVVX10",79
2024-01-29,NA,"X8","TM",13.6
2024-01-29,"13:47:00","X8","TX",15.4
2024-01-29,"05:08:00","X8","TN",12.5
2024-01-29,NA,"X8","HRM",79
2024-01-29,"21:16:00","X8","HRX",90
2024-01-29,"13:38:00","X8","HRN",62
2024-01-29,NA,"X8","PM",1022.6
2024-01-29,"23:32:00","X8","PX",1023.7
2024-01-29,"05:02:00","X8","PN",1021.5
2024-01-29,NA,"X8","PPT",0
2024-01-29,NA,"X8","RS24h",2.7
2024-01-29,NA,"X8","VVM10",1.5
2024-01-29,NA,"X8","DVM10",78
2024-01-29,"18:49:00","X8","VVX10",4.5
2024-01-29,"18:49:00","X8","DVVX10",90
2024-01-30,NA,"D5","TM",10.5
2024-01-30,"14:00:00","D5","TX",14.6
2024-01-30,"20:44:00","D5","TN",8.4
2024-01-30,NA,"D5","HRM",89
2024-01-30,"09:00:00","D5","HRX",100
2024-01-30,"13:31:00","D5","HRN",64
2024-01-30,NA,"D5","PM",984.5
2024-01-30,"23:30:00","D5","PX",985.9
2024-01-30,"04:38:00","D5","PN",983.1
2024-01-30,NA,"D5","PPT",0
2024-01-30,NA,"D5","RS24h",6.4
2024-01-30,NA,"D5","VVM10",1.5
2024-01-30,NA,"D5","DVM10",91
2024-01-30,"18:37:00","D5","VVX10",4.1
2024-01-30,"18:37:00","D5","DVVX10",108
2024-01-30,NA,"X2","TM",12.5
2024-01-30,"11:44:00","X2","TX",16.7
2024-01-30,"22:24:00","X2","TN",9.6
2024-01-30,NA,"X2","HRM",80
2024-01-30,"05:00:00","X2","HRX",94
2024-01-30,"11:45:00","X2","HRN",60
2024-01-30,NA,"X4","TM",13.7
2024-01-30,"12:12:00","X4","TX",15.9
2024-01-30,"22:00:00","X4","TN",12.3
2024-01-30,NA,"X4","HRM",74
2024-01-30,"06:28:00","X4","HRX",88
2024-01-30,"12:12:00","X4","HRN",58
2024-01-30,NA,"X4","PM",1029.9
2024-01-30,"23:40:00","X4","PX",1031.5
2024-01-30,"04:36:00","X4","PN",1028.4
2024-01-30,NA,"X4","PPT",0
2024-01-30,NA,"X4","RS24h",9.5
2024-01-30,NA,"X4","VVM10",1.3
2024-01-30,NA,"X4","DVM10",77
2024-01-30,"14:14:00","X4","VVX10",4.9
2024-01-30,"14:14:00","X4","DVVX10",129
2024-01-30,NA,"X8","TM",12.8
2024-01-30,"13:32:00","X8","TX",17.2
2024-01-30,"22:52:00","X8","TN",9.8
2024-01-30,NA,"X8","HRM",80
2024-01-30,"07:06:00","X8","HRX",100
2024-01-30,"12:37:00","X8","HRN",54
2024-01-30,NA,"X8","PM",1024
2024-01-30,"23:30:00","X8","PX",1025.5
2024-01-30,"04:38:00","X8","PN",1022.5
2024-01-30,NA,"X8","PPT",0
2024-01-30,NA,"X8","RS24h",8
2024-01-30,NA,"X8","VVM10",1.1
2024-01-30,NA,"X8","DVM10",77
2024-01-30,"13:56:00","X8","VVX10",4.5
2024-01-30,"13:56:00","X8","DVVX10",142
2024-01-31,NA,"D5","TM",10.4
2024-01-31,"13:27:00","D5","TX",16.7
2024-01-31,"07:37:00","D5","TN",6.1
2024-01-31,NA,"D5","HRM",78
2024-01-31,"07:30:00","D5","HRX",100
2024-01-31,"13:28:00","D5","HRN",53
2024-01-31,NA,"D5","PM",984.9
2024-01-31,"10:18:00","D5","PX",986.3
2024-01-31,"15:39:00","D5","PN",984
2024-01-31,NA,"D5","PPT",0
2024-01-31,NA,"D5","RS24h",11.9
2024-01-31,NA,"D5","VVM10",5
2024-01-31,NA,"D5","DVM10",278
2024-01-31,"22:26:00","D5","VVX10",10.8
2024-01-31,"22:26:00","D5","DVVX10",313
2024-01-31,NA,"X2","TM",12.1
2024-01-31,"12:14:00","X2","TX",17.1
2024-01-31,"07:30:00","X2","TN",8
2024-01-31,NA,"X2","HRM",75
2024-01-31,"07:48:00","X2","HRX",92
2024-01-31,"12:14:00","X2","HRN",53
2024-01-31,NA,"X4","TM",13.1
2024-01-31,"12:42:00","X4","TX",16.3
2024-01-31,"07:09:00","X4","TN",10.5
2024-01-31,NA,"X4","HRM",67
2024-01-31,"07:30:00","X4","HRX",76
2024-01-31,"12:43:00","X4","HRN",53
2024-01-31,NA,"X4","PM",1030.6
2024-01-31,"10:30:00","X4","PX",1032
2024-01-31,"15:44:00","X4","PN",1029.5
2024-01-31,NA,"X4","PPT",0
2024-01-31,NA,"X4","RS24h",11.7
2024-01-31,NA,"X4","VVM10",1.8
2024-01-31,NA,"X4","DVM10",277
2024-01-31,"14:38:00","X4","VVX10",6.7
2024-01-31,"14:38:00","X4","DVVX10",227
2024-01-31,NA,"X8","TM",12.1
2024-01-31,"12:50:00","X8","TX",17.1
2024-01-31,"06:37:00","X8","TN",8.3
2024-01-31,NA,"X8","HRM",73
2024-01-31,"06:39:00","X8","HRX",89
2024-01-31,"12:50:00","X8","HRN",52
2024-01-31,NA,"X8","PM",1024.7
2024-01-31,"10:37:00","X8","PX",1026.1
2024-01-31,"23:59:00","X8","PN",1023.7
2024-01-31,NA,"X8","PPT",0
2024-01-31,NA,"X8","RS24h",11.4
2024-01-31,NA,"X8","VVM10",1.7
2024-01-31,NA,"X8","DVM10",276
2024-01-31,"15:27:00","X8","VVX10",5.9
2024-01-31,"15:27:00","X8","DVVX10",223
2024-02-01,NA,"D5","TM",12.5
2024-02-01,"12:50:00","D5","TX",18
2024-02-01,"07:34:00","D5","TN",9.8
2024-02-01,NA,"D5","HRM",60
2024-02-01,"06:31:00","D5","HRX",71
2024-02-01,"13:19:00","D5","HRN",45
2024-02-01,NA,"D5","PM",983.1
2024-02-01,"10:27:00","D5","PX",985.3
2024-02-01,"19:05:00","D5","PN",981.6
2024-02-01,NA,"D5","PPT",0
2024-02-01,NA,"D5","RS24h",10.7
2024-02-01,NA,"D5","VVM10",5.3
2024-02-01,NA,"D5","DVM10",312
2024-02-01,"06:11:00","D5","VVX10",11.2
2024-02-01,"06:11:00","D5","DVVX10",310
2024-02-01,NA,"X2","TM",11.8
2024-02-01,"12:04:00","X2","TX",18.8
2024-02-01,"07:20:00","X2","TN",7.1
2024-02-01,NA,"X2","HRM",74
2024-02-01,"00:41:00","X2","HRX",93
2024-02-01,"12:18:00","X2","HRN",45
2024-02-01,NA,"X4","TM",13.8
2024-02-01,"11:43:00","X4","TX",18.5
2024-02-01,"06:51:00","X4","TN",10.3
2024-02-01,NA,"X4","HRM",62
2024-02-01,"07:21:00","X4","HRX",78
2024-02-01,"12:10:00","X4","HRN",42
2024-02-01,NA,"X4","PM",1028.3
2024-02-01,"10:00:00","X4","PX",1030.6
2024-02-01,"19:07:00","X4","PN",1026.7
2024-02-01,NA,"X4","PPT",0
2024-02-01,NA,"X4","RS24h",10.5
2024-02-01,NA,"X4","VVM10",1.3
2024-02-01,NA,"X4","DVM10",202
2024-02-01,"20:36:00","X4","VVX10",6.6
2024-02-01,"20:36:00","X4","DVVX10",265
2024-02-01,NA,"X8","TM",13
2024-02-01,"12:57:00","X8","TX",18.9
2024-02-01,"04:19:00","X8","TN",8.9
2024-02-01,NA,"X8","HRM",64
2024-02-01,"17:46:00","X8","HRX",83
2024-02-01,"11:47:00","X8","HRN",44
2024-02-01,NA,"X8","PM",1022.5
2024-02-01,"10:06:00","X8","PX",1024.6
2024-02-01,"22:00:00","X8","PN",1020.9
2024-02-01,NA,"X8","PPT",0
2024-02-01,NA,"X8","RS24h",10.5
2024-02-01,NA,"X8","VVM10",1.6
2024-02-01,NA,"X8","DVM10",277
2024-02-01,"21:50:00","X8","VVX10",7.4
2024-02-01,"21:50:00","X8","DVVX10",312
2024-02-02,NA,"D5","TM",11.8
2024-02-02,"14:51:00","D5","TX",16.9
2024-02-02,"08:47:00","D5","TN",8.9
2024-02-02,NA,"D5","HRM",65
2024-02-02,"09:49:00","D5","HRX",77
2024-02-02,"14:02:00","D5","HRN",49
2024-02-02,NA,"D5","PM",982.5
2024-02-02,"10:41:00","D5","PX",983.7
2024-02-02,"04:04:00","D5","PN",981.5
2024-02-02,NA,"D5","PPT",0
2024-02-02,NA,"D5","RS24h",10.8
2024-02-02,NA,"D5","VVM10",3.7
2024-02-02,NA,"D5","DVM10",316
2024-02-02,"10:05:00","D5","VVX10",11
2024-02-02,"10:05:00","D5","DVVX10",317
2024-02-02,NA,"X2","TM",12.3
2024-02-02,"13:07:00","X2","TX",18.8
2024-02-02,"05:46:00","X2","TN",7.6
2024-02-02,NA,"X2","HRM",75
2024-02-02,"23:37:00","X2","HRX",96
2024-02-02,"13:08:00","X2","HRN",45
2024-02-02,NA,"X4","TM",14
2024-02-02,"13:49:00","X4","TX",19.2
2024-02-02,"06:25:00","X4","TN",10.8
2024-02-02,NA,"X4","HRM",65
2024-02-02,"23:12:00","X4","HRX",100
2024-02-02,"13:49:00","X4","HRN",42
2024-02-02,NA,"X4","PM",1027.7
2024-02-02,"10:18:00","X4","PX",1029
2024-02-02,"15:01:00","X4","PN",1026.6
2024-02-02,NA,"X4","PPT",0
2024-02-02,NA,"X4","RS24h",10.8
2024-02-02,NA,"X4","VVM10",1.2
2024-02-02,NA,"X4","DVM10",265
2024-02-02,"10:21:00","X4","VVX10",7.4
2024-02-02,"10:21:00","X4","DVVX10",328
2024-02-02,NA,"X8","TM",12.9
2024-02-02,"14:18:00","X8","TX",19.3
2024-02-02,"06:31:00","X8","TN",9.1
2024-02-02,NA,"X8","HRM",65
2024-02-02,"06:32:00","X8","HRX",80
2024-02-02,"14:35:00","X8","HRN",43
2024-02-02,NA,"X8","PM",1021.8
2024-02-02,"10:35:00","X8","PX",1023.1
2024-02-02,"04:30:00","X8","PN",1020.8
2024-02-02,NA,"X8","PPT",0
2024-02-02,NA,"X8","RS24h",10.4
2024-02-02,NA,"X8","VVM10",1.5
2024-02-02,NA,"X8","DVM10",302
2024-02-02,"09:57:00","X8","VVX10",9.1
2024-02-02,"09:57:00","X8","DVVX10",309
2024-02-03,NA,"D5","TM",14.1
2024-02-03,"14:30:00","D5","TX",20.4
2024-02-03,"06:43:00","D5","TN",10.5
2024-02-03,NA,"D5","HRM",56
2024-02-03,"06:35:00","D5","HRX",68
2024-02-03,"12:55:00","D5","HRN",43
2024-02-03,NA,"D5","PM",982.2
2024-02-03,"10:04:00","D5","PX",983.6
2024-02-03,"16:10:00","D5","PN",981
2024-02-03,NA,"D5","PPT",0
2024-02-03,NA,"D5","RS24h",11.8
2024-02-03,NA,"D5","VVM10",5.8
2024-02-03,NA,"D5","DVM10",296
2024-02-03,"06:34:00","D5","VVX10",10.3
2024-02-03,"06:34:00","D5","DVVX10",313
2024-02-03,NA,"X2","TM",12.5
2024-02-03,"11:16:00","X2","TX",19.7
2024-02-03,"06:35:00","X2","TN",7
2024-02-03,NA,"X2","HRM",74
2024-02-03,"00:30:00","X2","HRX",95
2024-02-03,"11:53:00","X2","HRN",46
2024-02-03,NA,"X4","TM",14.2
2024-02-03,"14:13:00","X4","TX",19.2
2024-02-03,"07:14:00","X4","TN",10.6
2024-02-03,NA,"X4","HRM",63
2024-02-03,"01:35:00","X4","HRX",78
2024-02-03,"12:30:00","X4","HRN",44
2024-02-03,NA,"X4","PM",1027.2
2024-02-03,"10:00:00","X4","PX",1028.7
2024-02-03,"16:40:00","X4","PN",1025.7
2024-02-03,NA,"X4","PPT",0
2024-02-03,NA,"X4","RS24h",11.9
2024-02-03,NA,"X4","VVM10",1.5
2024-02-03,NA,"X4","DVM10",234
2024-02-03,"15:19:00","X4","VVX10",6.6
2024-02-03,"15:19:00","X4","DVVX10",250
2024-02-03,NA,"X8","TM",13.4
2024-02-03,"14:04:00","X8","TX",19.8
2024-02-03,"03:11:00","X8","TN",9
2024-02-03,NA,"X8","HRM",65
2024-02-03,"20:49:00","X8","HRX",79
2024-02-03,"11:51:00","X8","HRN",42
2024-02-03,NA,"X8","PM",1021.4
2024-02-03,"10:31:00","X8","PX",1022.8
2024-02-03,"17:00:00","X8","PN",1020.2
2024-02-03,NA,"X8","PPT",0
2024-02-03,NA,"X8","RS24h",11.6
2024-02-03,NA,"X8","VVM10",1.7
2024-02-03,NA,"X8","DVM10",266
2024-02-03,"12:30:00","X8","VVX10",5.6
2024-02-03,"12:30:00","X8","DVVX10",209
2024-02-04,NA,"D5","TM",17
2024-02-04,"13:51:00","D5","TX",23.2
2024-02-04,"03:12:00","D5","TN",12.4
2024-02-04,NA,"D5","HRM",38
2024-02-04,"03:12:00","D5","HRX",56
2024-02-04,"17:13:00","D5","HRN",23
2024-02-04,NA,"D5","PM",981
2024-02-04,"11:30:00","D5","PX",982.1
2024-02-04,"05:00:00","D5","PN",980.3
2024-02-04,NA,"D5","PPT",0
2024-02-04,NA,"D5","RS24h",12
2024-02-04,NA,"D5","VVM10",2.8
2024-02-04,NA,"D5","DVM10",301
2024-02-04,"03:11:00","D5","VVX10",11.6
2024-02-04,"03:11:00","D5","DVVX10",316
2024-02-04,NA,"X2","TM",12.6
2024-02-04,"13:14:00","X2","TX",20.5
2024-02-04,"07:28:00","X2","TN",7.2
2024-02-04,NA,"X2","HRM",72
2024-02-04,"05:46:00","X2","HRX",91
2024-02-04,"14:18:00","X2","HRN",46
2024-02-04,NA,"X4","TM",14.6
2024-02-04,"12:49:00","X4","TX",20.4
2024-02-04,"07:03:00","X4","TN",10.8
2024-02-04,NA,"X4","HRM",60
2024-02-04,"06:50:00","X4","HRX",75
2024-02-04,"14:33:00","X4","HRN",40
2024-02-04,NA,"X4","PM",1025.7
2024-02-04,"10:00:00","X4","PX",1026.8
2024-02-04,"16:30:00","X4","PN",1024.8
2024-02-04,NA,"X4","PPT",0
2024-02-04,NA,"X4","RS24h",12.1
2024-02-04,NA,"X4","VVM10",1.1
2024-02-04,NA,"X4","DVM10",232
2024-02-04,"14:11:00","X4","VVX10",4.1
2024-02-04,"14:11:00","X4","DVVX10",276
2024-02-04,NA,"X8","TM",14.3
2024-02-04,"12:11:00","X8","TX",22.6
2024-02-04,"23:07:00","X8","TN",10
2024-02-04,NA,"X8","HRM",59
2024-02-04,"22:40:00","X8","HRX",85
2024-02-04,"12:08:00","X8","HRN",26
2024-02-04,NA,"X8","PM",1019.9
2024-02-04,"10:03:00","X8","PX",1020.9
2024-02-04,"17:07:00","X8","PN",1019.2
2024-02-04,NA,"X8","PPT",0
2024-02-04,NA,"X8","RS24h",11.8
2024-02-04,NA,"X8","VVM10",1
2024-02-04,NA,"X8","DVM10",237
2024-02-04,"02:38:00","X8","VVX10",4.6
2024-02-04,"02:38:00","X8","DVVX10",274
2024-02-05,NA,"D5","TM",16.9
2024-02-05,"13:45:00","D5","TX",21.7
2024-02-05,"20:58:00","D5","TN",14
2024-02-05,NA,"D5","HRM",37
2024-02-05,"16:05:00","D5","HRX",53
2024-02-05,"22:40:00","D5","HRN",22
2024-02-05,NA,"D5","PM",978.4
2024-02-05,"00:01:00","D5","PX",980.9
2024-02-05,"23:59:00","D5","PN",976.7
2024-02-05,NA,"D5","PPT",0
2024-02-05,NA,"D5","RS24h",12.7
2024-02-05,NA,"D5","VVM10",4.2
2024-02-05,NA,"D5","DVM10",287
2024-02-05,"19:45:00","D5","VVX10",10.1
2024-02-05,"19:45:00","D5","DVVX10",310
2024-02-05,NA,"X2","TM",12.3
2024-02-05,"12:45:00","X2","TX",20.7
2024-02-05,"06:45:00","X2","TN",6.8
2024-02-05,NA,"X2","HRM",73
2024-02-05,"02:10:00","X2","HRX",90
2024-02-05,"12:59:00","X2","HRN",38
2024-02-05,NA,"X4","TM",14.2
2024-02-05,"13:09:00","X4","TX",19.6
2024-02-05,"05:40:00","X4","TN",10.4
2024-02-05,NA,"X4","HRM",63
2024-02-05,"23:30:00","X4","HRX",83
2024-02-05,"12:30:00","X4","HRN",37
2024-02-05,NA,"X4","PM",1023.1
2024-02-05,"00:00:00","X4","PX",1025.6
2024-02-05,"23:58:00","X4","PN",1021.4
2024-02-05,NA,"X4","PPT",0
2024-02-05,NA,"X4","RS24h",12.7
2024-02-05,NA,"X4","VVM10",1.3
2024-02-05,NA,"X4","DVM10",208
2024-02-05,"14:31:00","X4","VVX10",6.2
2024-02-05,"14:31:00","X4","DVVX10",257
2024-02-05,NA,"X8","TM",13.5
2024-02-05,"11:37:00","X8","TX",21.8
2024-02-05,"07:11:00","X8","TN",9
2024-02-05,NA,"X8","HRM",62
2024-02-05,"20:25:00","X8","HRX",88
2024-02-05,"11:37:00","X8","HRN",25
2024-02-05,NA,"X8","PM",1017.2
2024-02-05,"00:00:00","X8","PX",1019.5
2024-02-05,"23:55:00","X8","PN",1015.6
2024-02-05,NA,"X8","PPT",0
2024-02-05,NA,"X8","RS24h",12.4
2024-02-05,NA,"X8","VVM10",1
2024-02-05,NA,"X8","DVM10",228
2024-02-05,"12:20:00","X8","VVX10",5.9
2024-02-05,"12:20:00","X8","DVVX10",217
2024-02-06,NA,"D5","TM",11.7
2024-02-06,"13:06:00","D5","TX",15.9
2024-02-06,"19:04:00","D5","TN",9.2
2024-02-06,NA,"D5","HRM",70
2024-02-06,"20:00:00","D5","HRX",100
2024-02-06,"00:09:00","D5","HRN",32
2024-02-06,NA,"D5","PM",974.5
2024-02-06,"00:00:00","D5","PX",976.7
2024-02-06,"23:48:00","D5","PN",972.6
2024-02-06,NA,"D5","PPT",0
2024-02-06,NA,"D5","RS24h",8.8
2024-02-06,NA,"D5","VVM10",3
2024-02-06,NA,"D5","DVM10",31
2024-02-06,"06:12:00","D5","VVX10",8.4
2024-02-06,"06:12:00","D5","DVVX10",40
2024-02-06,NA,"X2","TM",11.8
2024-02-06,"13:04:00","X2","TX",15.6
2024-02-06,"02:38:00","X2","TN",8.4
2024-02-06,NA,"X2","HRM",79
2024-02-06,"23:57:00","X2","HRX",94
2024-02-06,"03:00:00","X2","HRN",66
2024-02-06,NA,"X4","TM",12.9
2024-02-06,"13:07:00","X4","TX",15.9
2024-02-06,"03:16:00","X4","TN",10.8
2024-02-06,NA,"X4","HRM",75
2024-02-06,"23:48:00","X4","HRX",90
2024-02-06,"05:07:00","X4","HRN",59
2024-02-06,NA,"X4","PM",1019.6
2024-02-06,"00:10:00","X4","PX",1021.5
2024-02-06,"23:41:00","X4","PN",1017.7
2024-02-06,NA,"X4","PPT",0
2024-02-06,NA,"X4","RS24h",8.4
2024-02-06,NA,"X4","VVM10",1.2
2024-02-06,NA,"X4","DVM10",77
2024-02-06,"06:02:00","X4","VVX10",4.5
2024-02-06,"06:02:00","X4","DVVX10",25
2024-02-06,NA,"X8","TM",12.1
2024-02-06,"12:52:00","X8","TX",17.3
2024-02-06,"04:09:00","X8","TN",8.9
2024-02-06,NA,"X8","HRM",78
2024-02-06,"23:40:00","X8","HRX",96
2024-02-06,"12:25:00","X8","HRN",57
2024-02-06,NA,"X8","PM",1013.7
2024-02-06,"00:00:00","X8","PX",1015.6
2024-02-06,"23:46:00","X8","PN",1011.8
2024-02-06,NA,"X8","PPT",0
2024-02-06,NA,"X8","RS24h",8.6
2024-02-06,NA,"X8","VVM10",1.2
2024-02-06,NA,"X8","DVM10",70
2024-02-06,"13:47:00","X8","VVX10",5.6
2024-02-06,"13:47:00","X8","DVVX10",130
2024-02-07,NA,"D5","TM",11.9
2024-02-07,"14:10:00","D5","TX",18.4
2024-02-07,"06:22:00","D5","TN",7.7
2024-02-07,NA,"D5","HRM",62
2024-02-07,"06:24:00","D5","HRX",84
2024-02-07,"15:56:00","D5","HRN",34
2024-02-07,NA,"D5","PM",969.8
2024-02-07,"00:00:00","D5","PX",972.7
2024-02-07,"23:21:00","D5","PN",966.5
2024-02-07,NA,"D5","PPT",0
2024-02-07,NA,"D5","RS24h",12.7
2024-02-07,NA,"D5","VVM10",3.8
2024-02-07,NA,"D5","DVM10",279
2024-02-07,"21:26:00","D5","VVX10",12.5
2024-02-07,"21:26:00","D5","DVVX10",299
2024-02-07,NA,"X2","TM",13.4
2024-02-07,"12:09:00","X2","TX",18
2024-02-07,"04:51:00","X2","TN",7.7
2024-02-07,NA,"X2","HRM",66
2024-02-07,"01:02:00","X2","HRX",95
2024-02-07,"17:18:00","X2","HRN",40
2024-02-07,NA,"X4","TM",14.4
2024-02-07,"15:51:00","X4","TX",18.2
2024-02-07,"05:53:00","X4","TN",9.9
2024-02-07,NA,"X4","HRM",58
2024-02-07,"00:14:00","X4","HRX",91
2024-02-07,"17:25:00","X4","HRN",38
2024-02-07,NA,"X4","PM",1014.6
2024-02-07,"00:00:00","X4","PX",1017.8
2024-02-07,"23:45:00","X4","PN",1011.8
2024-02-07,NA,"X4","PPT",0
2024-02-07,NA,"X4","RS24h",12.6
2024-02-07,NA,"X4","VVM10",1.6
2024-02-07,NA,"X4","DVM10",270
2024-02-07,"20:59:00","X4","VVX10",9.2
2024-02-07,"20:59:00","X4","DVVX10",300
2024-02-07,NA,"X8","TM",13.5
2024-02-07,"14:46:00","X8","TX",18.8
2024-02-07,"05:28:00","X8","TN",8.1
2024-02-07,NA,"X8","HRM",60
2024-02-07,"01:00:00","X8","HRX",97
2024-02-07,"16:42:00","X8","HRN",36
2024-02-07,NA,"X8","PM",1008.9
2024-02-07,"00:00:00","X8","PX",1011.9
2024-02-07,"23:18:00","X8","PN",1005.8
2024-02-07,NA,"X8","PPT",0
2024-02-07,NA,"X8","RS24h",12.2
2024-02-07,NA,"X8","VVM10",2.1
2024-02-07,NA,"X8","DVM10",280
2024-02-07,"21:25:00","X8","VVX10",10.8
2024-02-07,"21:25:00","X8","DVVX10",307
2024-02-08,NA,"D5","TM",13
2024-02-08,"13:01:00","D5","TX",20.1
2024-02-08,"07:12:00","D5","TN",9.8
2024-02-08,NA,"D5","HRM",61
2024-02-08,"16:35:00","D5","HRX",81
2024-02-08,"13:05:00","D5","HRN",41
2024-02-08,NA,"D5","PM",961.9
2024-02-08,"00:15:00","D5","PX",967.1
2024-02-08,"23:58:00","D5","PN",954.8
2024-02-08,NA,"D5","PPT",0
2024-02-08,NA,"D5","RS24h",10.4
2024-02-08,NA,"D5","VVM10",5.5
2024-02-08,NA,"D5","DVM10",274
2024-02-08,"04:46:00","D5","VVX10",12.9
2024-02-08,"04:46:00","D5","DVVX10",340
2024-02-08,NA,"X2","TM",15
2024-02-08,"13:06:00","X2","TX",20.4
2024-02-08,"05:30:00","X2","TN",10.4
2024-02-08,NA,"X2","HRM",63
2024-02-08,"23:57:00","X2","HRX",84
2024-02-08,"13:14:00","X2","HRN",40
2024-02-08,NA,"X4","TM",15.2
2024-02-08,"13:18:00","X4","TX",20.1
2024-02-08,"06:33:00","X4","TN",12.2
2024-02-08,NA,"X4","HRM",60
2024-02-08,"17:12:00","X4","HRX",87
2024-02-08,"13:13:00","X4","HRN",37
2024-02-08,NA,"X4","PM",1006.2
2024-02-08,"00:00:00","X4","PX",1011.9
2024-02-08,"23:58:00","X4","PN",998.8
2024-02-08,NA,"X4","PPT",0
2024-02-08,NA,"X4","RS24h",10.6
2024-02-08,NA,"X4","VVM10",2.5
2024-02-08,NA,"X4","DVM10",264
2024-02-08,"13:05:00","X4","VVX10",10.2
2024-02-08,"13:05:00","X4","DVVX10",274
2024-02-08,NA,"X8","TM",14.3
2024-02-08,"13:04:00","X8","TX",21
2024-02-08,"05:30:00","X8","TN",9.5
2024-02-08,NA,"X8","HRM",65
2024-02-08,"17:53:00","X8","HRX",94
2024-02-08,"13:05:00","X8","HRN",38
2024-02-08,NA,"X8","PM",1000.5
2024-02-08,"00:00:00","X8","PX",1006
2024-02-08,"23:52:00","X8","PN",993
2024-02-08,NA,"X8","PPT",0
2024-02-08,NA,"X8","RS24h",10.3
2024-02-08,NA,"X8","VVM10",2.1
2024-02-08,NA,"X8","DVM10",249
2024-02-08,"13:08:00","X8","VVX10",10.8
2024-02-08,"13:08:00","X8","DVVX10",208
2024-02-09,NA,"D5","TM",11.1
2024-02-09,"15:54:00","D5","TX",15.2
2024-02-09,"06:58:00","D5","TN",9
2024-02-09,NA,"D5","HRM",86
2024-02-09,"23:30:00","D5","HRX",100
2024-02-09,"01:00:00","D5","HRN",45
2024-02-09,NA,"D5","PM",947.6
2024-02-09,"00:07:00","D5","PX",955
2024-02-09,"23:59:00","D5","PN",939.6
2024-02-09,NA,"D5","PPT",9.5
2024-02-09,NA,"D5","RS24h",3.2
2024-02-09,NA,"D5","VVM10",5.6
2024-02-09,NA,"D5","DVM10",241
2024-02-09,"00:57:00","D5","VVX10",14.7
2024-02-09,"00:57:00","D5","DVVX10",251
2024-02-09,NA,"X2","TM",14.2
2024-02-09,"15:33:00","X2","TX",17
2024-02-09,"07:16:00","X2","TN",12.2
2024-02-09,NA,"X2","HRM",76
2024-02-09,"23:52:00","X2","HRX",96
2024-02-09,"01:05:00","X2","HRN",45
2024-02-09,NA,"X4","TM",14.4
2024-02-09,"15:30:00","X4","TX",17.3
2024-02-09,"08:20:00","X4","TN",12.4
2024-02-09,NA,"X4","HRM",75
2024-02-09,"23:30:00","X4","HRX",100
2024-02-09,"01:01:00","X4","HRN",42
2024-02-09,NA,"X4","PM",991.4
2024-02-09,"00:30:00","X4","PX",999
2024-02-09,"23:58:00","X4","PN",983.2
2024-02-09,NA,"X4","PPT",6.5
2024-02-09,NA,"X4","RS24h",4.8
2024-02-09,NA,"X4","VVM10",2.7
2024-02-09,NA,"X4","DVM10",246
2024-02-09,"11:17:00","X4","VVX10",11.3
2024-02-09,"11:17:00","X4","DVVX10",245
2024-02-09,NA,"X8","TM",13.8
2024-02-09,"15:40:00","X8","TX",17.6
2024-02-09,"07:25:00","X8","TN",11.4
2024-02-09,NA,"X8","HRM",78
2024-02-09,"23:30:00","X8","HRX",100
2024-02-09,"01:51:00","X8","HRN",43
2024-02-09,NA,"X8","PM",985.8
2024-02-09,"00:21:00","X8","PX",993.1
2024-02-09,"23:58:00","X8","PN",977.5
2024-02-09,NA,"X8","PPT",5.7
2024-02-09,NA,"X8","RS24h",3.2
2024-02-09,NA,"X8","VVM10",2.4
2024-02-09,NA,"X8","DVM10",250
2024-02-09,"01:04:00","X8","VVX10",10.8
2024-02-09,"01:04:00","X8","DVVX10",290
2024-02-10,NA,"D5","TM",9.8
2024-02-10,"15:48:00","D5","TX",12.8
2024-02-10,"23:54:00","D5","TN",6.5
2024-02-10,NA,"D5","HRM",78
2024-02-10,"04:30:00","D5","HRX",100
2024-02-10,"17:11:00","D5","HRN",50
2024-02-10,NA,"D5","PM",942.5
2024-02-10,"23:40:00","D5","PX",951.6
2024-02-10,"05:46:00","D5","PN",936.6
2024-02-10,NA,"D5","PPT",1.7
2024-02-10,NA,"D5","RS24h",6.2
2024-02-10,NA,"D5","VVM10",3.7
2024-02-10,NA,"D5","DVM10",263
2024-02-10,"22:02:00","D5","VVX10",14.6
2024-02-10,"22:02:00","D5","DVVX10",330
2024-02-10,NA,"X2","TM",13.1
2024-02-10,"15:47:00","X2","TX",16.5
2024-02-10,"23:32:00","X2","TN",10.2
2024-02-10,NA,"X2","HRM",72
2024-02-10,"05:35:00","X2","HRX",97
2024-02-10,"17:01:00","X2","HRN",42
2024-02-10,NA,"X4","TM",13.3
