"CODI_PROVINCIA","PROVINCIA","CODI_MUNICIPI","MUNICIPI","ESTACIO","CODI_CONTAMINANT","ANY","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
8,"Barcelona",19,"Barcelona",4,7,2024,2,1,1,"V",1,"V",1,"V",1,"V",1,"V",8,"V",19,"V",49,"V",83,"V",108,"V",89,"V",56,"V",44,"V",29,"V",13,"V",12,"V",9,"V",11,"V",8,"V",21,"V",44,"V",36,"V",1,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,2,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",6,"V",29,"V",52,"V",68,"V",28,"V",8,"V",6,"V",7,"V",8,"V",14,"V",22,"V",29,"V",38,"V",13,"V",1,"V",8,"V",29,"V",18,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,3,7,"V",2,"V",1,"V",2,"V",1,"V",2,"V",6,"V",17,"V",26,"V",40,"V",45,"V",44,"V",21,"V",22,"V",12,"V",2,"V",2,"V",1,"V",2,"V",3,"V",3,"V",2,"V",4,"V",18,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,4,21,"V",18,"V",4,"V",1,"V",1,"V",1,"V",3,"V",2,"V",4,"V",11,"V",15,"V",17,"V",28,"V",10,"V",10,"V",8,"V",4,"V",1,"V",3,"V",9,"V",15,"V",37,"V",41,"V",46,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,5,32,"V",19,"V",2,"V",2,"V",1,"V",3,"V",16,"V",42,"V",82,"V",104,"V",101,"V",79,"V",50,"V",20,"V",16,"V",8,"V",4,"V",2,"V",2,"V",1,"V",2,"V",11,"V",19,"V",35,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,6,5,"V",4,"V",2,"V",4,"V",10,"V",15,"V",27,"V",42,"V",71,"V",85,"V",66,"V",29,"V",7,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",2,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,7,6,"V",7,"V",11,"V",4,"V",1,"V",2,"V",14,"V",26,"V",40,"V",63,"V",49,"V",38,"V",19,"V",14,"V",13,"V",6,"V",8,"V",4,"V",9,"V",1,"V",1,"V",2,"V",1,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,8,1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",5,"V",36,"V",52,"V",19,"V",16,"V",18,"V",16,"V",9,"V",5,"V",4,"V",5,"V",7,"V",5,"V",5,"V",8,"V",3,"V",4,"V",1,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,9,2,"V",5,"V",2,"V",1,"V",3,"V",1,"V",1,"V",2,"V",4,"V",5,"V",6,"V",4,"V",4,"V",3,"V",7,"V",4,"V",4,"V",3,"V",3,"V",3,"V",1,"V",1,"V",2,"V",3,"V"
8,"Barcelona",19,"Barcelona",4,7,2024,2,10,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",3,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V"
